id,label
21045,0
21046,1
21047,1
21048,0
21049,0
21050,0
21051,1
21052,0
21053,0
21054,1
21055,1
21056,0
21057,0
21058,0
21059,0
21060,0
21061,0
21062,1
21063,1
21064,0
21065,0
21066,1
21067,0
21068,1
21069,0
21070,0
21071,1
21072,0
21073,0
21074,0
21075,0
21076,1
21077,0
21078,0
21079,0
21080,1
21081,0
21082,0
21083,0
21084,0
21085,0
21086,0
21087,0
21088,0
21089,1
21090,0
21091,1
21092,1
21093,1
21094,1
21095,0
21096,0
21097,1
21098,0
21099,1
21100,1
21101,1
21102,0
21103,1
21104,0
21105,1
21106,0
21107,0
21108,1
21109,0
21110,0
21111,1
21112,0
21113,0
21114,0
21115,1
21116,1
21117,1
21118,0
21119,0
21120,1
21121,0
21122,0
21123,0
21124,1
21125,1
21126,0
21127,0
21128,1
21129,0
21130,1
21131,1
21132,0
21133,0
21134,1
21135,1
21136,1
21137,0
21138,0
21139,0
21140,0
21141,0
21142,1
21143,0
21144,0
21145,0
21146,1
21147,1
21148,0
21149,0
21150,0
21151,0
21152,0
21153,1
21154,0
21155,1
21156,1
21157,0
21158,0
21159,0
21160,0
21161,0
21162,1
21163,0
21164,0
21165,0
21166,0
21167,1
21168,1
21169,0
21170,1
21171,0
21172,0
21173,0
21174,1
21175,0
21176,0
21177,1
21178,1
21179,0
21180,0
21181,1
21182,0
21183,0
21184,0
21185,1
21186,0
21187,0
21188,0
21189,0
21190,1
21191,0
21192,1
21193,0
21194,0
21195,0
21196,1
21197,0
21198,1
21199,0
21200,1
21201,0
21202,0
21203,0
21204,1
21205,1
21206,1
21207,1
21208,0
21209,0
21210,0
21211,1
21212,0
21213,1
21214,1
21215,0
21216,1
21217,1
21218,1
21219,1
21220,1
21221,0
21222,1
21223,0
21224,0
21225,1
21226,0
21227,1
21228,0
21229,1
21230,0
21231,1
21232,0
21233,1
21234,1
21235,0
21236,1
21237,0
21238,0
21239,1
21240,0
21241,0
21242,0
21243,0
21244,0
21245,0
21246,0
21247,1
21248,1
21249,0
21250,0
21251,0
21252,0
21253,0
21254,0
21255,0
21256,0
21257,1
21258,0
21259,0
21260,1
21261,1
21262,0
21263,1
21264,1
21265,0
21266,1
21267,1
21268,1
21269,0
21270,0
21271,0
21272,1
21273,1
21274,0
21275,1
21276,0
21277,1
21278,1
21279,0
21280,1
21281,1
21282,0
21283,1
21284,0
21285,1
21286,1
21287,0
21288,1
21289,0
21290,1
21291,1
21292,1
21293,1
21294,0
21295,0
21296,1
21297,1
21298,1
21299,1
21300,1
21301,0
21302,0
21303,1
21304,1
21305,1
21306,0
21307,1
21308,0
21309,1
21310,0
21311,1
21312,0
21313,1
21314,0
21315,0
21316,0
21317,0
21318,1
21319,0
21320,1
21321,0
21322,0
21323,0
21324,0
21325,1
21326,0
21327,0
21328,1
21329,1
21330,1
21331,1
21332,1
21333,0
21334,1
21335,1
21336,0
21337,0
21338,1
21339,1
21340,1
21341,0
21342,0
21343,1
21344,1
21345,1
21346,0
21347,0
21348,0
21349,0
21350,0
21351,1
21352,1
21353,0
21354,0
21355,0
21356,0
21357,0
21358,0
21359,0
21360,0
21361,0
21362,1
21363,1
21364,0
21365,1
21366,1
21367,1
21368,0
21369,0
21370,0
21371,0
21372,1
21373,1
21374,0
21375,0
21376,1
21377,0
21378,0
21379,1
21380,0
21381,0
21382,0
21383,0
21384,0
21385,1
21386,0
21387,0
21388,1
21389,0
21390,1
21391,1
21392,0
21393,0
21394,0
21395,1
21396,1
21397,1
21398,0
21399,0
21400,0
21401,0
21402,0
21403,0
21404,1
21405,1
21406,0
21407,0
21408,1
21409,0
21410,1
21411,1
21412,0
21413,1
21414,1
21415,1
21416,1
21417,0
21418,1
21419,1
21420,0
21421,1
21422,1
21423,0
21424,1
21425,0
21426,1
21427,0
21428,0
21429,1
21430,0
21431,1
21432,1
21433,1
21434,1
21435,0
21436,1
21437,1
21438,0
21439,0
21440,1
21441,0
21442,1
21443,0
21444,1
21445,0
21446,1
21447,0
21448,1
21449,0
21450,0
21451,0
21452,0
21453,0
21454,1
21455,1
21456,1
21457,1
21458,0
21459,1
21460,1
21461,1
21462,0
21463,0
21464,0
21465,0
21466,0
21467,0
21468,1
21469,0
21470,0
21471,1
21472,0
21473,0
21474,1
21475,0
21476,0
21477,0
21478,0
21479,0
21480,1
21481,0
21482,1
21483,0
21484,0
21485,0
21486,1
21487,0
21488,1
21489,1
21490,0
21491,1
21492,1
21493,0
21494,1
21495,1
21496,0
21497,0
21498,0
21499,1
21500,1
21501,0
21502,0
21503,0
21504,1
21505,1
21506,0
21507,1
21508,0
21509,1
21510,1
21511,1
21512,0
21513,0
21514,0
21515,0
21516,0
21517,1
21518,1
21519,1
21520,0
21521,0
21522,0
21523,0
21524,0
21525,0
21526,1
21527,1
21528,0
21529,0
21530,0
21531,0
21532,1
21533,0
21534,0
21535,1
21536,0
21537,1
21538,0
21539,0
21540,0
21541,1
21542,0
21543,0
21544,0
21545,1
21546,1
21547,1
21548,1
21549,1
21550,0
21551,0
21552,0
21553,0
21554,0
21555,0
21556,1
21557,1
21558,0
21559,0
21560,0
21561,0
21562,0
21563,1
21564,0
21565,1
21566,0
21567,1
21568,1
21569,0
21570,1
21571,1
21572,0
21573,0
21574,0
21575,1
21576,0
21577,0
21578,0
21579,1
21580,0
21581,1
21582,1
21583,0
21584,0
21585,1
21586,0
21587,0
21588,0
21589,0
21590,0
21591,0
21592,0
21593,0
21594,0
21595,0
21596,1
21597,0
21598,1
21599,1
21600,0
21601,0
21602,1
21603,0
21604,1
21605,0
21606,0
21607,1
21608,1
21609,0
21610,1
21611,0
21612,1
21613,0
21614,1
21615,0
21616,1
21617,1
21618,0
21619,1
21620,1
21621,1
21622,0
21623,1
21624,0
21625,1
21626,1
21627,1
21628,1
21629,1
21630,0
21631,0
21632,1
21633,0
21634,0
21635,0
21636,0
21637,0
21638,1
21639,1
21640,1
21641,0
21642,0
21643,0
21644,1
21645,0
21646,0
21647,0
21648,1
21649,1
21650,0
21651,1
21652,0
21653,0
21654,1
21655,1
21656,0
21657,0
21658,0
21659,0
21660,0
21661,1
21662,0
21663,1
21664,1
21665,1
21666,1
21667,0
21668,1
21669,0
21670,0
21671,1
21672,1
21673,0
21674,1
21675,0
21676,1
21677,0
21678,0
21679,0
21680,0
21681,0
21682,1
21683,0
21684,1
21685,1
21686,0
21687,1
21688,1
21689,0
21690,1
21691,1
21692,0
21693,1
21694,0
21695,0
21696,0
21697,1
21698,0
21699,1
21700,0
21701,1
21702,0
21703,0
21704,0
21705,0
21706,0
21707,0
21708,1
21709,1
21710,0
21711,1
21712,1
21713,0
21714,1
21715,1
21716,0
21717,1
21718,1
21719,0
21720,0
21721,0
21722,0
21723,0
21724,1
21725,0
21726,1
21727,0
21728,0
21729,1
21730,0
21731,1
21732,0
21733,0
21734,1
21735,0
21736,1
21737,1
21738,0
21739,1
21740,0
21741,0
21742,1
21743,0
21744,0
21745,0
21746,0
21747,1
21748,1
21749,0
21750,1
21751,1
21752,1
21753,0
21754,1
21755,0
21756,1
21757,0
21758,0
21759,0
21760,1
21761,1
21762,0
21763,1
21764,0
21765,0
21766,1
21767,0
21768,0
21769,0
21770,0
21771,0
21772,0
21773,0
21774,1
21775,0
21776,0
21777,0
21778,1
21779,0
21780,0
21781,0
21782,0
21783,0
21784,1
21785,1
21786,1
21787,0
21788,0
21789,0
21790,1
21791,0
21792,1
21793,1
21794,0
21795,1
21796,1
21797,0
21798,1
21799,0
21800,0
21801,0
21802,1
21803,0
21804,0
21805,0
21806,0
21807,1
21808,1
21809,0
21810,0
21811,0
21812,0
21813,1
21814,1
21815,0
21816,0
21817,1
21818,0
21819,0
21820,1
21821,0
21822,0
21823,1
21824,0
21825,0
21826,1
21827,0
21828,0
21829,0
21830,1
21831,1
21832,1
21833,1
21834,0
21835,0
21836,0
21837,0
21838,1
21839,0
21840,0
21841,1
21842,1
21843,0
21844,1
21845,0
21846,1
21847,1
21848,1
21849,1
21850,1
21851,0
21852,1
21853,1
21854,0
21855,0
21856,0
21857,0
21858,0
21859,0
21860,0
21861,1
21862,0
21863,0
21864,0
21865,1
21866,0
21867,0
21868,1
21869,1
21870,1
21871,0
21872,0
21873,1
21874,1
21875,0
21876,1
21877,1
21878,1
21879,0
21880,0
21881,1
21882,1
21883,0
21884,1
21885,0
21886,1
21887,1
21888,1
21889,0
21890,0
21891,1
21892,1
21893,1
21894,1
21895,1
21896,0
21897,1
21898,0
21899,0
21900,0
21901,0
21902,1
21903,1
21904,0
21905,0
21906,1
21907,1
21908,0
21909,0
21910,0
21911,0
21912,1
21913,0
21914,0
21915,0
21916,1
21917,0
21918,0
21919,0
21920,0
21921,0
21922,0
21923,1
21924,0
21925,0
21926,0
21927,0
21928,0
21929,1
21930,1
21931,0
21932,1
21933,0
21934,0
21935,0
21936,0
21937,1
21938,0
21939,0
21940,0
21941,1
21942,0
21943,1
21944,0
21945,0
21946,1
21947,1
21948,0
21949,1
21950,1
21951,0
21952,0
21953,0
21954,1
21955,1
21956,1
21957,1
21958,0
21959,1
21960,1
21961,1
21962,0
21963,0
21964,1
21965,1
21966,1
21967,0
21968,1
21969,1
21970,1
21971,0
21972,1
21973,0
21974,0
21975,0
21976,0
21977,1
21978,1
21979,0
21980,0
21981,0
21982,0
21983,0
21984,0
21985,1
21986,0
21987,1
21988,0
21989,1
21990,0
21991,0
21992,1
21993,0
21994,0
21995,0
21996,0
21997,0
21998,1
21999,1
22000,0
22001,1
22002,1
22003,1
22004,1
22005,0
22006,1
22007,0
22008,1
22009,1
22010,1
22011,0
22012,0
22013,0
22014,0
22015,0
22016,1
22017,1
22018,0
22019,0
22020,1
22021,0
22022,0
22023,0
22024,0
22025,1
22026,0
22027,1
22028,0
22029,1
22030,0
22031,0
22032,0
22033,0
22034,1
22035,1
22036,0
22037,0
22038,1
22039,1
22040,1
22041,0
22042,0
22043,0
22044,1
22045,0
22046,0
22047,0
22048,1
22049,1
22050,0
22051,0
22052,0
22053,0
22054,1
22055,1
22056,1
22057,1
22058,0
22059,0
22060,0
22061,1
22062,1
22063,0
22064,1
22065,1
22066,0
22067,1
22068,1
22069,0
22070,0
22071,0
22072,1
22073,0
22074,0
22075,1
22076,1
22077,0
22078,0
22079,0
22080,0
22081,0
22082,0
22083,0
22084,1
22085,0
22086,0
22087,1
22088,0
22089,1
22090,0
22091,0
22092,0
22093,0
22094,0
22095,1
22096,1
22097,1
22098,1
22099,0
22100,1
22101,0
22102,0
22103,1
22104,0
22105,1
22106,1
22107,0
22108,1
22109,1
22110,0
22111,1
22112,1
22113,0
22114,0
22115,0
22116,0
22117,0
22118,0
22119,0
22120,1
22121,0
22122,1
22123,0
22124,0
22125,0
22126,1
22127,0
22128,0
22129,1
22130,0
22131,1
22132,1
22133,0
22134,1
22135,1
22136,0
22137,0
22138,0
22139,1
22140,0
22141,1
22142,1
22143,1
22144,1
22145,0
22146,1
22147,1
22148,0
22149,0
22150,1
22151,1
22152,1
22153,0
22154,0
22155,1
22156,0
22157,1
22158,0
22159,0
22160,1
22161,0
22162,0
22163,0
22164,0
22165,0
22166,1
22167,1
22168,0
22169,1
22170,0
22171,1
22172,1
22173,0
22174,1
22175,1
22176,0
22177,1
22178,0
22179,0
22180,1
22181,1
22182,1
22183,0
22184,1
22185,0
22186,0
22187,0
22188,0
22189,1
22190,1
22191,1
22192,0
22193,1
22194,1
22195,0
22196,1
22197,0
22198,0
22199,1
22200,0
22201,0
22202,1
22203,1
22204,1
22205,0
22206,0
22207,1
22208,1
22209,0
22210,1
22211,1
22212,1
22213,0
22214,0
22215,1
22216,0
22217,1
22218,0
22219,1
22220,0
22221,0
22222,0
22223,1
22224,0
22225,0
22226,0
22227,1
22228,1
22229,1
22230,0
22231,0
22232,1
22233,1
22234,0
22235,0
22236,1
22237,1
22238,1
22239,0
22240,1
22241,1
22242,0
22243,0
22244,0
22245,0
22246,0
22247,0
22248,0
22249,0
22250,1
22251,1
22252,1
22253,1
22254,0
22255,0
22256,1
22257,0
22258,0
22259,1
22260,1
22261,1
22262,1
22263,0
22264,1
22265,0
22266,0
22267,1
22268,1
22269,1
22270,0
22271,1
22272,1
22273,0
22274,0
22275,0
22276,1
22277,1
22278,0
22279,0
22280,0
22281,0
22282,1
22283,0
22284,1
22285,1
22286,0
22287,0
22288,1
22289,1
22290,1
22291,0
22292,0
22293,1
22294,0
22295,1
22296,0
22297,0
22298,0
22299,0
22300,0
22301,0
22302,1
22303,0
22304,0
22305,0
22306,0
22307,1
22308,0
22309,0
22310,0
22311,0
22312,0
22313,1
22314,0
22315,0
22316,0
22317,1
22318,0
22319,1
22320,0
22321,0
22322,0
22323,0
22324,0
22325,0
22326,1
22327,0
22328,1
22329,0
22330,0
22331,0
22332,0
22333,1
22334,0
22335,1
22336,0
22337,0
22338,1
22339,1
22340,1
22341,0
22342,1
22343,0
22344,1
22345,0
22346,1
22347,1
22348,0
22349,1
22350,1
22351,0
22352,1
22353,0
22354,0
22355,0
22356,0
22357,0
22358,0
22359,1
22360,1
22361,0
22362,0
22363,1
22364,0
22365,1
22366,1
22367,1
22368,1
22369,0
22370,1
22371,0
22372,1
22373,1
22374,1
22375,1
22376,0
22377,1
22378,1
22379,1
22380,0
22381,0
22382,0
22383,1
22384,1
22385,1
22386,1
22387,0
22388,0
22389,0
22390,1
22391,0
22392,0
22393,1
22394,1
22395,0
22396,0
22397,0
22398,1
22399,1
22400,0
22401,0
22402,0
22403,0
22404,0
22405,1
22406,0
22407,0
22408,0
22409,1
22410,1
22411,1
22412,1
22413,0
22414,1
22415,0
22416,0
22417,1
22418,1
22419,1
22420,1
22421,0
22422,1
22423,0
22424,0
22425,0
22426,0
22427,0
22428,1
22429,1
22430,0
22431,1
22432,0
22433,1
22434,0
22435,0
22436,0
22437,1
22438,0
22439,0
22440,0
22441,1
22442,1
22443,0
22444,1
22445,1
22446,0
22447,0
22448,1
22449,0
22450,0
22451,0
22452,0
22453,1
22454,1
22455,0
22456,1
22457,1
22458,1
22459,0
22460,0
22461,0
22462,1
22463,1
22464,1
22465,0
22466,1
22467,0
22468,1
22469,1
22470,1
22471,1
22472,1
22473,0
22474,1
22475,0
22476,0
22477,0
22478,1
22479,1
22480,1
22481,1
22482,0
22483,0
22484,1
22485,1
22486,0
22487,1
22488,0
22489,0
22490,0
22491,0
22492,1
22493,1
22494,0
22495,1
22496,1
22497,0
22498,0
22499,1
22500,1
22501,1
22502,1
22503,1
22504,1
22505,0
22506,0
22507,0
22508,1
22509,0
22510,0
22511,1
22512,0
22513,0
22514,1
22515,0
22516,1
22517,1
22518,1
22519,0
22520,0
22521,1
22522,0
22523,1
22524,0
22525,0
22526,0
22527,0
22528,0
22529,0
22530,0
22531,0
22532,1
22533,1
22534,0
22535,0
22536,1
22537,0
22538,0
22539,1
22540,0
22541,1
22542,0
22543,0
22544,0
22545,0
22546,1
22547,0
22548,1
22549,1
22550,1
22551,1
22552,0
22553,0
22554,1
22555,0
22556,0
22557,0
22558,1
22559,0
22560,1
22561,0
22562,0
22563,1
22564,0
22565,1
22566,1
22567,1
22568,1
22569,0
22570,1
22571,0
22572,1
22573,0
22574,0
22575,1
22576,0
22577,0
22578,1
22579,1
22580,0
22581,1
22582,0
22583,0
22584,1
22585,0
22586,0
22587,1
22588,1
22589,0
22590,1
22591,0
22592,0
22593,1
22594,0
22595,0
22596,0
22597,0
22598,1
22599,0
22600,1
22601,0
22602,0
22603,0
22604,1
22605,0
22606,0
22607,1
22608,0
22609,1
22610,0
22611,1
22612,0
22613,0
22614,1
22615,1
22616,1
22617,0
22618,1
22619,1
22620,0
22621,0
22622,1
22623,1
22624,0
22625,1
22626,0
22627,1
22628,0
22629,0
22630,0
22631,0
22632,0
22633,1
22634,0
22635,0
22636,0
22637,1
22638,1
22639,0
22640,1
22641,0
22642,1
22643,1
22644,1
22645,1
22646,0
22647,1
22648,1
22649,0
22650,1
22651,1
22652,1
22653,0
22654,0
22655,0
22656,0
22657,0
22658,1
22659,0
22660,1
22661,0
22662,1
22663,0
22664,0
22665,0
22666,0
22667,0
22668,0
22669,1
22670,1
22671,0
22672,0
22673,0
22674,1
22675,1
22676,1
22677,0
22678,0
22679,0
22680,1
22681,0
22682,0
22683,1
22684,1
22685,1
22686,1
22687,0
22688,0
22689,0
22690,1
22691,1
22692,1
22693,1
22694,0
22695,0
22696,1
22697,0
22698,0
22699,1
22700,0
22701,0
22702,0
22703,1
22704,1
22705,1
22706,1
22707,0
22708,1
22709,0
22710,0
22711,0
22712,1
22713,1
22714,0
22715,1
22716,1
22717,0
22718,1
22719,1
22720,0
22721,0
22722,1
22723,0
22724,0
22725,0
22726,0
22727,0
22728,0
22729,0
22730,1
22731,0
22732,0
22733,0
22734,1
22735,1
22736,1
22737,1
22738,1
22739,0
22740,0
22741,0
22742,1
22743,0
22744,1
22745,1
22746,0
22747,0
22748,0
22749,0
22750,1
22751,1
22752,1
22753,0
22754,1
22755,1
22756,0
22757,0
22758,1
22759,0
22760,1
22761,0
22762,0
22763,0
22764,0
22765,0
22766,1
22767,0
22768,0
22769,0
22770,0
22771,0
22772,0
22773,0
22774,1
22775,1
22776,1
22777,1
22778,0
22779,0
22780,0
22781,0
22782,1
22783,1
22784,1
22785,0
22786,0
22787,0
22788,0
22789,0
22790,1
22791,1
22792,1
22793,0
22794,0
22795,1
22796,0
22797,0
22798,1
22799,0
22800,1
22801,0
22802,0
22803,0
22804,1
22805,1
22806,0
22807,1
22808,0
22809,0
22810,1
22811,1
22812,1
22813,0
22814,1
22815,0
22816,1
22817,1
22818,0
22819,0
22820,0
22821,1
22822,0
22823,0
22824,1
22825,1
22826,0
22827,1
22828,0
22829,1
22830,0
22831,1
22832,1
22833,1
22834,1
22835,0
22836,1
22837,0
22838,0
22839,1
22840,0
22841,1
22842,1
22843,1
22844,1
22845,0
22846,0
22847,0
22848,1
22849,0
22850,0
22851,0
22852,0
22853,1
22854,0
22855,1
22856,1
22857,1
22858,0
22859,1
22860,1
22861,1
22862,0
22863,0
22864,1
22865,0
22866,0
22867,1
22868,0
22869,0
22870,1
22871,1
22872,0
22873,1
22874,1
22875,1
22876,0
22877,0
22878,0
22879,0
22880,0
22881,0
22882,0
22883,0
22884,0
22885,0
22886,0
22887,0
22888,1
22889,0
22890,1
22891,0
22892,1
22893,0
22894,1
22895,1
22896,1
22897,0
22898,0
22899,1
22900,0
22901,1
22902,0
22903,0
22904,1
22905,0
22906,1
22907,1
22908,1
22909,0
22910,1
22911,0
22912,0
22913,0
22914,0
22915,1
22916,0
22917,1
22918,1
22919,1
22920,1
22921,0
22922,0
22923,1
22924,1
22925,0
22926,0
22927,0
22928,0
22929,1
22930,0
22931,0
22932,0
22933,1
22934,0
22935,1
22936,1
22937,0
22938,0
22939,0
22940,1
22941,0
22942,0
22943,0
22944,0
22945,1
22946,1
22947,0
22948,0
22949,1
22950,1
22951,0
22952,0
22953,0
22954,1
22955,1
22956,1
22957,0
22958,1
22959,0
22960,1
22961,0
22962,1
22963,0
22964,1
22965,0
22966,0
22967,1
22968,0
22969,0
22970,0
22971,0
22972,1
22973,1
22974,0
22975,1
22976,0
22977,0
22978,0
22979,1
22980,1
22981,1
22982,1
22983,0
22984,0
22985,0
22986,0
22987,0
22988,0
22989,0
22990,0
22991,1
22992,0
22993,1
22994,0
22995,1
22996,0
22997,0
22998,0
22999,1
23000,1
23001,1
23002,0
23003,1
23004,1
23005,1
23006,1
23007,0
23008,1
23009,1
23010,1
23011,0
23012,1
23013,1
23014,1
23015,1
23016,0
23017,0
23018,1
23019,0
23020,0
23021,0
23022,0
23023,0
23024,1
23025,0
23026,0
23027,1
23028,0
23029,0
23030,1
23031,0
23032,0
23033,0
23034,1
23035,0
23036,0
23037,0
23038,0
23039,1
23040,0
23041,0
23042,0
23043,1
23044,0
23045,0
23046,1
23047,0
23048,0
23049,0
23050,0
23051,1
23052,1
23053,1
23054,0
23055,1
23056,1
23057,0
23058,0
23059,0
23060,1
23061,0
23062,1
23063,1
23064,0
23065,0
23066,1
23067,0
23068,1
23069,1
23070,0
23071,1
23072,1
23073,1
23074,1
23075,1
23076,0
23077,0
23078,1
23079,1
23080,0
23081,1
23082,1
23083,0
23084,0
23085,0
23086,1
23087,0
23088,1
23089,0
23090,1
23091,1
23092,0
23093,1
23094,1
23095,1
23096,0
23097,1
23098,0
23099,0
23100,1
23101,0
23102,1
23103,1
23104,0
23105,1
23106,1
23107,0
23108,0
23109,0
23110,1
23111,0
23112,0
23113,0
23114,1
23115,1
23116,1
23117,1
23118,0
23119,1
23120,1
23121,0
23122,0
23123,0
23124,0
23125,0
23126,1
23127,0
23128,0
23129,1
23130,0
23131,0
23132,0
23133,0
23134,0
23135,0
23136,0
23137,0
23138,0
23139,1
23140,0
23141,1
23142,1
23143,0
23144,0
23145,1
23146,0
23147,1
23148,0
23149,0
23150,0
23151,1
23152,1
23153,1
23154,0
23155,0
23156,0
23157,0
23158,1
23159,0
23160,0
23161,1
23162,0
23163,0
23164,1
23165,0
23166,1
23167,1
23168,1
23169,0
23170,1
23171,0
23172,1
23173,0
23174,1
23175,1
23176,0
23177,1
23178,1
23179,0
23180,0
23181,1
23182,1
23183,1
23184,1
23185,0
23186,0
23187,0
23188,1
23189,1
23190,1
23191,1
23192,0
23193,1
23194,1
23195,0
23196,1
23197,0
23198,0
23199,0
23200,1
23201,0
23202,0
23203,0
23204,0
23205,0
23206,1
23207,1
23208,1
23209,0
23210,0
23211,0
23212,0
23213,0
23214,1
23215,0
23216,0
23217,0
23218,1
23219,0
23220,0
23221,1
23222,0
23223,1
23224,1
23225,0
23226,0
23227,1
23228,0
23229,0
23230,0
23231,1
23232,1
23233,0
23234,1
23235,0
23236,0
23237,1
23238,0
23239,0
23240,0
23241,0
23242,0
23243,0
23244,0
23245,1
23246,0
23247,0
23248,0
23249,0
23250,1
23251,1
23252,1
23253,1
23254,1
23255,0
23256,1
23257,0
23258,0
23259,1
23260,0
23261,0
23262,0
23263,1
23264,0
23265,1
23266,0
23267,0
23268,1
23269,1
23270,0
23271,0
23272,0
23273,0
23274,0
23275,1
23276,0
23277,1
23278,0
23279,1
23280,0
23281,1
23282,0
23283,0
23284,0
23285,0
23286,0
23287,0
23288,0
23289,1
23290,0
23291,0
23292,0
23293,1
23294,0
23295,1
23296,0
23297,0
23298,0
23299,0
23300,0
23301,0
23302,0
23303,0
23304,0
23305,1
23306,1
23307,0
23308,0
23309,0
23310,1
23311,1
23312,1
23313,1
23314,1
23315,1
23316,0
23317,0
23318,0
23319,0
23320,1
23321,1
23322,1
23323,0
23324,1
23325,0
23326,1
23327,1
23328,1
23329,1
23330,1
23331,0
23332,1
23333,1
23334,1
23335,0
23336,1
23337,1
23338,0
23339,0
23340,0
23341,1
23342,1
23343,1
23344,0
23345,1
23346,0
23347,1
23348,1
23349,0
23350,1
23351,1
23352,0
23353,1
23354,0
23355,0
23356,1
23357,1
23358,0
23359,1
23360,1
23361,0
23362,0
23363,0
23364,0
23365,1
23366,1
23367,0
23368,0
23369,1
23370,0
23371,1
23372,0
23373,0
23374,0
23375,0
23376,0
23377,0
23378,0
23379,1
23380,0
23381,0
23382,0
23383,0
23384,1
23385,0
23386,1
23387,1
23388,0
23389,0
23390,1
23391,0
23392,0
23393,0
23394,0
23395,0
23396,1
23397,1
23398,1
23399,0
23400,1
23401,1
23402,0
23403,1
23404,1
23405,0
23406,1
23407,0
23408,1
23409,1
23410,1
23411,0
23412,1
23413,1
23414,0
23415,0
23416,1
23417,0
23418,1
23419,0
23420,0
23421,1
23422,0
23423,1
23424,0
23425,0
23426,0
23427,1
23428,0
23429,1
23430,0
23431,0
23432,0
23433,0
23434,0
23435,1
23436,0
23437,1
23438,0
23439,0
23440,1
23441,1
23442,0
23443,1
23444,0
23445,0
23446,1
23447,0
23448,0
23449,1
23450,0
23451,0
23452,1
23453,0
23454,0
23455,1
23456,1
23457,1
23458,0
23459,1
23460,1
23461,1
23462,0
23463,0
23464,1
23465,0
23466,0
23467,0
23468,0
23469,0
23470,1
23471,0
23472,0
23473,1
23474,0
23475,0
23476,0
23477,0
23478,1
23479,0
23480,1
23481,1
23482,1
23483,1
23484,0
23485,0
23486,0
23487,0
23488,0
23489,0
23490,1
23491,1
23492,0
23493,1
23494,1
23495,0
23496,0
23497,0
23498,1
23499,0
23500,1
23501,0
23502,0
23503,0
23504,1
23505,1
23506,0
23507,1
23508,0
23509,0
23510,0
23511,1
23512,1
23513,0
23514,0
23515,1
23516,0
23517,1
23518,0
23519,1
23520,0
23521,0
23522,1
23523,1
23524,1
23525,0
23526,1
23527,1
23528,0
23529,1
23530,0
23531,1
23532,0
23533,1
23534,1
23535,1
23536,0
23537,1
23538,0
23539,0
23540,0
23541,1
23542,0
23543,0
23544,0
23545,0
23546,1
23547,1
23548,0
23549,0
23550,1
23551,0
23552,0
23553,0
23554,0
23555,1
23556,0
23557,0
23558,1
23559,1
23560,0
23561,1
23562,0
23563,1
23564,1
23565,0
23566,0
23567,1
23568,1
23569,0
23570,1
23571,1
23572,0
23573,1
23574,1
23575,0
23576,1
23577,1
23578,0
23579,0
23580,0
23581,0
23582,1
23583,0
23584,1
23585,0
23586,0
23587,0
23588,1
23589,0
23590,0
23591,0
23592,1
23593,1
23594,1
23595,1
23596,1
23597,1
