45,"171,493","5,283 ","72,078","94,132",544,"24,764",763,"1,041,360","150,375", ,Europe,40,"1,311",7
46,"168,573","+2,733","2,465 ",+45,"143,006","+2,384","23,102",543,"1,335",20,"3,898,969","30,870", ,Asia,749,"51,239",32
47,"163,992","+4,620","2,420 ",+53,"136,721","+3,466","24,851",296,"40,057",591,"849,714","207,552", ,Europe,25,"1,692",5
48,"162,774","+4,219","1,793 ",+38,"99,892","+3,562","61,089","15,990",176,"1,902,584","186,905", ,Asia,63,"5,677",5
49,"154,392","+1,939","1,238 ",+8,"132,085","+2,135","21,069","16,341",131,"3,517,016","372,252", ,Europe,61,"7,632",3
50,"151,721","+1,560","2,358 ",+8,"118,770",+762,"30,593",218,"13,925",216,"774,387","71,072", ,North America,72,"4,621",14
51,"148,688","1,864 ","107,624","39,200",226,"29,071",364,"423,417","82,786", ,North America,34,"2,744",12
52,"146,060",+214,"9,004 ",+2,"125,490",+260,"11,566",71,"12,438",767,"372,072","31,685", ,South America,80,"1,304",32
53,"145,240","+1,174","2,416 ",+23,"121,882","+1,350","20,942","48,973",815,"539,337","181,858", ,Asia,20,"1,228",5
54,"145,204",905 ,"140,989","3,310",79,"33,782",211,"1,158,859","269,613", ,Asia,30,"4,749",4
55,"140,516",+163,240 ,"138,033",+152,"2,243",24,"50,045",85,"1,154,919","411,325","2,807,805 ",Asia,20,"11,699",2
56,"140,409","1,156 ","94,042","45,211",385,"20,613",170,"1,728,980","253,820", ,Asia,49,"5,893",4
57,"139,159",+777,"2,088 ","123,215",+924,"13,856",221,"7,373",111,"4,795,216","254,046", ,Asia,136,"9,040",4
58,"127,786",+659,"4,345 ",+34,"116,442",+511,"6,999",5,"7,076",241,"571,129","31,624", ,North America,141,"4,157",32
59,"125,669",+179,"1,463 ",+2,"117,327",+293,"6,879",65,"24,341",283,"571,472","110,687", ,Asia,41,"3,529",9
60,"124,921","+3,125","1,104 ",+20,"91,455","+1,686","32,362",286,"22,876",202,"1,177,178","215,568", ,Europe,44,"4,946",5
61,"122,685","+1,715","2,500 ",+19,"105,238","+1,265","14,947",286,"30,444",620,"496,181","123,128", ,Europe,33,"1,612",8
62,"119,720","3,289 ","9,989","106,442",578,"11,511",316,"2,522,718","242,560", ,Europe,87,"3,162",4
63,"119,702","6,832 ","104,074","8,796",46,"1,160",66,"1,000,000","9,692", ,Africa,862,"15,102",103
64,"114,834","1,769 ","87,244","25,821",326,988,15,"1,683,558","14,489", ,Africa,"1,012","65,686",69
65,"112,792",+617,"2,961 ",+9,"50,888",+544,"58,943",112,"11,309",297,"277,350","27,809", ,North America,88,"3,368",36
66,"106,856","3,717 ","81,204","21,935",276,"9,000",313,"495,913","41,768", ,Africa,111,"3,194",24
67,"105,852",933 ,"100,952","3,967",117,"3,727",33,"2,331,439","82,093", ,South America,268,"30,440",12
68,"104,879","+1,887",910 ,+20,"78,715","+1,822","25,254",81,"20,353",177,"753,340","146,196", ,Asia,49,"5,663",7
69,"104,487","+1,321","2,201 ",+27,"82,813","+1,098","19,473","1,915",40,"1,374,159","25,181", ,Asia,522,"24,794",40
70,"100,489","+3,132",918 ,+14,"75,664","+1,297","23,907",40,"17,322",158,"8,256,533","1,423,239", ,Europe,58,"6,319",1
71,"97,317","3,151 ","61,322","32,844","29,745",963,"452,838","138,410", ,Europe,34,"1,038",7
72,"91,922","+1,849","1,949 ",+49,"69,170","+1,733","20,803",187,"44,213",937,"577,208","277,629", ,Europe,23,"1,067",4
73,"90,146","1,901 ","63,891","24,354",149,"12,571",265,"485,100","67,647", ,South America,80,"3,772",15
74,"90,014","2,554 ","58,146","29,314",46,"2,037",58, ,Africa,491,"17,305"
75,"89,661","1,552 ","70,194","17,915",71,"1,652",29,"938,936","17,296", ,Africa,605,"34,978",58
76,"89,183",+661,"1,273 ",+12,"59,222",+644,"28,688","12,902",184,"474,223","68,606", ,Africa,78,"5,430",15
77,"88,495",347 ,"86,518","1,630",6,"51,243",201,"2,149,366","1,244,578", ,Asia,20,"4,977",1
78,"83,883","+3,330",735 ,+31,"34,975","+1,267","48,173",173,"31,008",272,"1,372,990","507,529", ,Europe,32,"3,681",2
79,"78,499","+2,234",396 ,+3,"66,236","+1,112","11,867",124,"2,412",12,"2,871,261","88,216", ,Asia,415,"82,192",11
80,"76,391",+379,"1,306 ",+3,"68,894",+527,"6,191",106,"11,625",199,"537,462","81,790", ,Asia,86,"5,032",12
81,"74,900","2,102 ","23,364","49,434",38,"15,095",424,"2,063,450","415,848", ,Europe,66,"2,361",2
82,"74,498",+146,611 ,"71,740",+131,"2,147",179,"2,212",18,"1,377,915","40,910", ,Asia,452,"55,126",24
83,"70,669","1,184 ","65,242","4,243",10,339,6,"817,913","3,926", ,Africa,"2,948","175,977",255
84,"69,954","2,023 ","46,352","21,579",138,"33,578",971,"354,205","170,018", ,Europe,30,"1,030",6
85,"58,297",+6,29 ,"58,188",+6,80,"9,930",5,"4,834,370","823,485", ,Asia,101,"202,435",1
86,"52,738",+116,326 ,"51,518",+94,894,15,"1,682",10,"616,231","19,653", ,Africa,595,"96,182",51
87,"48,753",+213,"1,939 ",+18,"38,221",+71,"8,593",93,"1,240",49,"165,463","4,209", ,Asia,806,"20,273",238
88,"45,188",951 ,"23,072","21,165",39,"15,710",331,"206,724","71,869", ,Europe,64,"3,025",14
89,"40,741","1,180 ",+6,"37,172","2,389",71,"6,267",182,"572,266","88,032", ,North America,160,"5,509",11
90,"40,098",+682,564 ,+8,"30,637",+460,"8,897",172,782,11,"3,277,947","63,912", ,Asia,"1,279","90,938",16
91,"39,768",+243,382 ,+21,"34,463","4,923",34,"7,310",70,"2,421,445","445,124", ,Europe,137,"14,241",2
92,"39,607",556 ,"28,461","10,590",68,"63,058",885,"148,056","235,720", ,Europe,16,"1,130",4
93,"38,864",369 ,"29,792","8,703",43,"61,647",585,"1,446,528","2,294,499", ,Europe,16,"1,708",0
94,"30,375",+303,144 ,"22,261",+461,"7,970","1,416",7,"941,468","43,885", ,Asia,706,"148,979",23
95,"29,572",+840,442 ,+9,"20,000","+1,900","9,130",25,"5,334",80,"2,136,400","385,316", ,Europe,187,"12,544",3
96,"28,000",+7,908 ,"25,663",+6,"1,429","1,092",35,"10,299,601","401,859", ,Australia/Oceania,915,"28,227",2
97,"25,059",219 ,"9,510","15,330",540,5,"660,758","14,252", ,Africa,"1,850","211,706",70
98,"24,963",443 ,"23,344","1,176",52,930,17,"149,000","5,553", ,Africa,"1,075","60,570",180
99,"23,706",+890,304 ,+11,"1,866","21,536",45,"12,631",162,"704,053","375,122", ,Europe,79,"6,174",3
100,"21,547",133 ,"21,176",238,808,5,"227,882","8,547", ,Africa,"1,237","200,464",117
101,"20,468",+172,"1,319 ",+10,"11,673",+160,"7,476",462,30, ,Africa,"2,164","33,582"
102,"18,091",+29,364 ,"17,307",+12,420,972,20,"467,787","25,141", ,Africa,"1,029","51,117",40
103,"17,473",255  ,"16,927",291,16,624,9,"95,472","3,410", ,Africa,"1,602","109,802",293
104,"16,766",+101,343 ,+2,"15,950",+46,473,12,990,20,"241,073","14,235", ,Africa,"1,010","49,373",70
105,"16,598",+544,141 ,+2,"9,945",+85,"6,512",24,"12,509",106,"529,988","399,409", ,Europe,80,"9,411",3
106,"16,440",138 ,"14,684","1,618",520,4,"241,226","7,625", ,Africa,"1,924","229,233",131
107,"15,804",358 ,"8,579","6,867",14,474,11,"171,247","5,141", ,Africa,"2,108","93,037",194
108,"15,773",+301,158 ,+3,"14,218",+23,"1,397",10,"6,159",62,"170,817","66,699", ,Africa,162,"16,209",15
109,"15,411",90 ,"4,842","10,479",25,"54,722",320,"26,355","93,582", ,Australia/Oceania,18,"3,129",11
110,"13,996",+153,350 ,"12,208","1,438",154,4, ,Africa,"6,483","259,247"
111,"13,325",79 ,"12,548",698,24,"1,003",6,"82,528","6,211", ,Africa,997,"168,190",161
112,"13,286",68 ,"2,057","11,161",20,"10,969",56,"639,047","527,599", ,Asia,91,"17,812",2
113,"13,274",47 ,"12,591",636,12,"24,369",86,"261,047","479,246", ,Asia,41,"11,589",2
114,"12,588",+37,88 ,"12,009",+41,491,"1,307",9, ,Asia,765,"109,441"
115,"12,058",36 ,"9,400","2,622",1,"5,083",15,"455,040","191,812", ,Africa,197,"65,898",5
116,"11,600",71 ,"9,995","1,534","38,406",235,"87,120","288,441", ,South America,26,"4,254",3
117,"11,443",+74,270 ,+4,"7,522",+132,"3,651",9,"3,857",91,"122,930","41,434", ,North America,259,"10,988",24
118,"11,192",109 ,"10,760",323,23,"20,034",195,"106,553","190,736", ,Africa,50,"5,125",5
119,"11,007",304 ,"9,147","1,556",736,20,"187,667","12,546", ,Africa,"1,359","49,203",80
120,"10,884",+106,164 ,+4,"8,848",+128,"1,872",18,"24,621",371,"455,897","1,031,292", ,Europe,41,"2,696",1
121,"10,105",202 ,"7,925","1,978",37,"2,149",43,"106,996","22,752", ,Africa,465,"23,280",44
122,"9,434",233 ,"8,170","1,031",823,20,"34,734","3,030", ,North America,"1,215","49,200",330
123,"9,300",62 ,"9,155",83,9,"4,136",28,"322,361","143,364", ,Africa,242,"36,267",7
124,"9,106",136 ,"8,137",833,11,804,12,"1,197,963","105,794", ,North America,"1,244","83,261",9
125,"8,675",465 ,"4,114","4,096",491,26, ,Asia,"2,039","38,033"
126,"8,519",183 ,"4,075","4,261",4,"21,256",457,"45,712","114,058", ,North America,47,"2,190",9
127,"8,472",151 ,"2,242","6,079",7,"21,172",377,"78,966","197,339", ,North America,47,"2,650",5
128,"8,345",41 ,"7,729",575,8,"9,292",46,"48,859","54,401", ,Africa,108,"21,906",18
129,"8,104",87 ,"5,564","2,453",28,"2,329",25,"484,274","139,197", ,South America,429,"39,989",7
130,"7,585",163 ,"6,032","1,390",11,"19,207",413,"45,112","114,237", ,North America,52,"2,423",9
131,"7,292",+112,114 ,"5,900",+117,"1,278",43,969,15,"4,382,709","582,514", ,Asia,"1,032","65,998",2
132,"7,162",78 ,"6,452",632,20,"92,628","1,009","173,151","2,239,408", ,Europe,11,991,0
133,"6,808",122 ,"6,036",650,2,"4,858",87,"37,942","27,073", ,North America,206,"11,488",37
134,"6,612",125 ,"6,175",312,11,"5,673",107,"63,144","54,180", ,Africa,176,"9,324",18
135,"6,278",53 ,"5,715",510,480,4,"654,322","49,981", ,Africa,"2,085","247,010",20
136,"6,051",186 ,"5,487",378,4,313,10,"77,323","3,997", ,Africa,"3,197","104,001",250
137,"6,049",99 ,"4,988",962,"1,085",18, ,Africa,922,"56,334"
138,"5,887",162 ,"4,225","1,500",884,24, ,North America,"1,131","41,106"
139,"5,732",154 ,"4,888",690,5,"7,272",195,"32,782","41,589", ,South America,138,"5,118",24
140,"5,717",61 ,"5,599",57,"5,750",61,"94,295","94,836", ,Africa,174,"16,300",11
141,"5,575",42 ,98,"5,435",10,"14,861",112,"67,378","179,610", ,North America,67,"8,932",6
142,"5,524",+8,28 ,"5,313",+11,183,3,"16,142",82,"403,640","1,179,475", ,Europe,62,"12,222",1
143,"5,499",51 ,"2,964","2,484",4,"19,948",185,"27,129","98,410", ,Africa,50,"5,405",10
144,"5,469",181 ,"3,454","1,834",267,9,"108,259","5,280", ,Africa,"3,749","113,276",189
145,"5,333",117 ,"5,217",-1,2,"9,055",199,"22,391","38,019", ,South America,110,"5,034",26
146,"5,183",85 ,"5,048",50,"3,643",60,"72,105","50,677", ,Africa,275,"16,739",20
147,"4,996",45 ,"4,856",95,4,"46,706",421,"53,920","504,085", ,North America,21,"2,377",2
148,"4,927",63 ,"1,924","2,940",2,"1,012",13,"32,711","6,722", ,Africa,988,"77,245",149
149,"4,579",121 ,"3,529",929,285,8, ,Africa,"3,513","132,934"
150,"4,169",+18,60 ,"3,888",+8,221,1,60,0.9,"977,854","13,994", ,Asia,"16,761","1,164,626",71
151,"3,776",123 ,"3,631",22,1,"1,544",50,"26,604","10,876", ,Africa,648,"19,886",92
152,"3,469",69 ,"2,742",658,164,3, ,Africa,"6,097","306,541"
153,"3,325",8 ,"1,488","1,829",18,"20,226",49,"26,604","161,835", ,North America,49,"20,549",6
154,"3,181",62 ,"3,003",116,1,283,6,"62,494","5,554", ,Africa,"3,537","181,474",180
155,"3,151",65 ,"2,699",387,377,8,"157,074","18,782", ,Africa,"2,654","128,662",53
156,"3,090",44 ,"2,972",74,252,4,"360,194","29,378", ,Africa,"3,968","278,654",34
157,"2,444",44 ,"2,337",63,5,"1,229",22,"33,033","16,614", ,Africa,814,"45,187",60
158,"2,434",74 ,"1,847",513,302,9, ,Africa,"3,306","108,752"
159,"2,178",+14,44 ,"1,283",851,"1,013",20,"27,391","12,742", ,Africa,987,"48,858",78
160,"2,088",25 ,"2,008",55,417,5,"1,321,598","264,209","5,002,100 ",Australia/Oceania,"2,396","200,084",4
161,"2,079",606 ,"1,383",90,23,69,20,"17,404",578, ,Asia,"14,484","49,689","1,730"
162,"2,078",79 ,"1,241",758,9,85,3,"50,488","2,054", ,Africa,"11,830","311,171",487
163,"1,834",49 ,"1,492",293,7,"54,000","1,443","19,775","582,251", ,Europe,19,693,2
164,"1,786",48 ,"1,088",650,10,"10,231",275,"199,491","1,142,763", ,Europe,98,"3,637",1
165,"1,732",102 ,"1,581",49,104,6, ,Africa,"9,601","163,035"
166,"1,676",83 ,"1,358",235,2,328,16,"35,957","7,038", ,Africa,"3,049","61,558",142
167,"1,441",+9,19 ,"1,282",+12,140,20,"37,746",498,"15,808","414,082", ,Europe,26,"2,009",2
168,"1,385",+4,35 ,"1,225",125,14,0.4,"1,339,465","13,707", ,Asia,"70,559","2,792,122",73
169,"1,185",+24,26 ,"1,047",+6,112,4,"27,501",603,"8,306","192,759", ,North America,36,"1,657",5
170,"1,065",5 ,"1,009",51,1,"31,615",148,"98,775","2,932,140", ,Europe,32,"6,737",0
171,"1,005",17 ,946,42,"4,549",77,"7,498","33,937", ,Africa,220,"12,996",29
172,898,+5, ,384,514,6,272,"366,851","111,120", ,Asia,"3,676",9
173,801,12 ,675,114,7,"20,563",308,"7,838","201,212", ,North America,49,"3,246",5
174,768,+7,6 ,740,22,1,"19,719",154,"10,171","261,150", ,North America,51,"6,491",4
175,724,+4,7 ,590,+8,127,30,0.3,"113,526","4,763", ,Asia,"32,922","3,405,125",210
176,720,1 ,630,89,60,0.08,"67,818","5,631", ,Africa,"16,727","12,043,691",178
177,712,13 ,699,0, 
178,684,7 ,601,76,76,0.8,"32,221","3,572", ,Australia/Oceania,"13,189","1,288,711",280
179,656,+7, ,525,+8,131,184,"22,647","6,347", ,Africa,"5,439",158
180,655,3 ,585,67,4,"16,639",76,"51,953","1,319,776", ,Europe,60,"13,122",1
181,617,7 ,605,5,703,8, ,Africa,"1,422","125,381"
182,519, ,503,16,"10,604","174,047","3,555,971", ,Europe,94,0
183,515,10 ,478,27,405,8,"289,552","227,509", ,Africa,"2,471","127,270",4
184,509,21 ,183,305,7,8,0.3, ,Africa,"118,801","2,879,514"
185,433, ,395,+2,38,558,"213,442","275,287", ,Asia,"1,791",4
186,370,25 ,344,1,"4,341",293,"19,138","224,540", ,Europe,230,"3,409",4
187,356,+2, ,307,49,21,"242,754","14,432", ,Asia,"47,248",69
188,340,9 ,228,103,1,"5,468",145,"115,019","1,849,894", ,North America,183,"6,908",1
189,292,2 ,266,24,1,"4,420",30,"55,240","836,197", ,North America,226,"33,031",1
190,290,7 ,264,19,1,"1,009",24,"50,986","177,323", ,North America,991,"41,076",6
191,271,3 ,177,91,"1,473",16,"17,063","92,735", ,North America,679,"61,333",11
192,184, ,168,16,"1,866","5,200","52,730", ,Africa,536,19
193,172,3 ,160,9,"6,532",114,"3,873","147,095", ,North America,153,"8,777",7
194,162,1 ,127,34,"16,380",101,"5,315","537,412", ,North America,61,"9,890",2
195,152,3 ,147,2,346,7,"77,829","177,157", ,Asia,"2,890","146,441",6
196,146,4 ,138,4,2,"1,485",41,"5,022","51,096", ,North America,673,"24,572",20
197,91,+1, ,80,11,819,"11,526","103,748", ,North America,"1,221",10
198,85, ,76,+4,9,"1,179","6,175","85,687", ,North America,848,12
199,75,+2,1 ,72,+1,2,"2,474",33,"8,846","291,755", ,North America,404,"30,320",3
200,46,  ,46,0,70,"4,238","6,488", ,Asia,"14,200",154
201,44,2 ,35,7,49,2,"17,576","19,544", ,Australia/Oceania,"20,439","449,655",51
202,43,  ,41,2,381,"6,252","55,449", ,North America,"2,622",18
203,41, ,33,+5,8,6,"83,753","11,439", ,Asia,"178,581",87
204,36, ,32,4,126,"18,012","62,824", ,Australia/Oceania,"7,964",16
205,31, ,30,1,23,"14,932","11,232", ,Asia,"42,884",89
206,27, ,15,12,"33,666", ,Europe,30
207,25, ,23,2,468,"4,332","81,177", ,North America,"2,135",12
208,19, ,18,1,334,"13,742","241,877", ,North America,"2,990",4
209,17, ,17,0,"4,824","4,746","1,346,765", ,South America,207,1
210,17, ,5,12,24,"4,500","6,482", ,Australia/Oceania,"40,835",154
211,14, ,14,0,"2,422","2,882","498,530", ,North America,413,2
212,13,1 ,12,0,"2,604",200,626,"125,376", ,North America,384,"4,993",8
213,10,1 ,8,1,17,2, ,Africa,"60,371","603,713"
214,10, ,3,7,664,"2,651","176,006", ,North America,"1,506",6
215,9,2 ,7,0, 
216,4, ,4,0,67, ,Australia/Oceania,"14,842"
217,3, ,1,2,269,"1,149","103,049", ,Australia/Oceania,"3,717",10
218,2, ,2,0,10, ,Australia/Oceania,"99,498"
219,1, ,1,0,3, ,Australia/Oceania,"310,264"
220,"86,673",+12,"4,634 ","81,754",+11,285,5,60,3,"160,000,000","111,163","1,439,323,776 ",Asia,"16,606","310,601",9
"18,329,647","+31,735","439,159","+1,081","11,119,303","+17,861","6,771,185","32,252",North America, 
"17,906,580","+62,578","307,244","+1,022","15,811,601","+64,047","1,787,735","28,258",Asia, 
"11,713,297","+1,876","335,872",+86,"10,443,587","+1,377","933,838","16,789",South America, 
"19,139,012","+135,941","441,387","+2,550","8,798,938","+123,137","9,898,687","27,030",Europe, 
"2,321,940","+1,554","54,992",+27,"1,978,547",+987,"288,401","2,533",Africa, 
"46,290",+7,"1,032","33,194","12,064",25,Australia/Oceania, 
721,15,706,0,0, 
"69,457,487","+233,691","1,579,701","+4,766","48,185,876","+207,415","19,691,910","106,887","8,910.7",202.7,All,"
"

"
","
","17,844,002","+111,795","306,222","+1,467","15,747,554","+86,451","1,790,226","28,162",Asia,"
"
"
","
","18,297,912","+250,137","438,078","+4,265","11,101,442","+156,094","6,758,392","32,035",North America,"
"
"
","
","11,711,421","+71,246","335,786","+1,320","10,442,210","+66,348","933,425","16,785",South America,"
"
"
","
","19,003,071","+204,713","438,837","+4,938","8,675,801","+177,494","9,888,433","26,991",Europe,"
"
"
","
","2,320,386","+19,805","54,965",+348,"1,977,560","+11,978","287,861","2,535",Africa,"
"
"
","
","46,283",+88,"1,032",+4,"33,188",+13,"12,063",25,Australia/Oceania,"
"
"
","
",721,15,706,0,0,"
"
World,"69,223,796","+657,784","1,574,935","+12,342","47,978,461","+498,378","19,670,400","106,533","8,881",202.0,All,"
"
1,"86,661",+15,"4,634 ","81,743",+11,284,5,60,3,"160,000,000","111,163","1,439,323,776 ",Asia,"16,609","310,601",9
2,"15,821,614","+226,953","296,720 ","+3,265","9,227,533","+137,831","6,297,361","27,329","47,676",894,"213,114,164","642,181", ,North America,21,"1,118",2
3,"9,762,326","+26,351","141,735 ",+337,"9,244,505","+29,699","376,086","8,944","7,044",102,"149,836,767","108,109", ,Asia,142,"9,779",9
4,"6,730,118","+54,203","179,032 ",+848,"5,901,511","+46,802","649,575","8,318","31,563",840,"25,700,000","120,529", ,South America,32,"1,191",8
5,"2,541,199","+26,190","44,718 ",+559,"2,007,792","+26,266","488,689","2,300","17,410",306,"80,522,238","551,665", ,Europe,57,"3,264",2
6,"2,324,216","+14,595","56,648 ",+296,"173,247","+1,379","2,094,321","3,041","35,572",867,"28,023,593","428,905", ,Europe,28,"1,153",2
7,"1,770,149","+12,756","61,739 ",+499,"997,895","+39,266","710,515","3,320","29,296","1,022","23,504,588","389,005", ,Europe,34,979,3
8,"1,766,819","+16,578","62,566 ",+533,N/A,N/A,N/A,"1,272","25,966",919,"46,344,703","681,103", ,Europe,39,"1,088",1
9,"1,725,473","+4,886","47,019 ",+186,N/A,N/A,N/A,"2,179","36,898","1,005","24,101,272","515,394", ,Europe,27,995,2
10,"1,475,222","+5,303","40,222 ",+213,"1,311,488","+5,901","123,512","3,688","32,509",886,"4,145,226","91,348", ,South America,31,"1,128",11
11,"1,392,133","+7,523","38,308 ",+150,"1,287,597","+9,271","66,228","2,376","27,232",749,"6,855,035","134,093", ,South America,37,"1,334",7
12,"1,242,253","+23,928","20,704 ",+543,"902,100","+20,200","319,449","4,257","14,806",247,"29,141,172","347,322", ,Europe,68,"4,052",3
13,"1,193,255","+11,006","110,874 ",+800,"881,050","+7,495","201,331","3,279","9,212",856,"3,053,713","23,576", ,North America,109,"1,168",42
14,"1,088,347","+12,169","21,160 ",+568,"768,241","+29,396","298,946","1,800","28,771",559,"6,547,891","173,095", ,Europe,35,"1,788",6
15,"1,072,620","+10,223","51,212 ",+295,"765,639","+11,415","255,769","5,779","12,699",606,"6,523,409","77,232", ,Asia,79,"1,649",13
